id,city_name,restaurant_url,restaurant_name,restaurant_cuisines,restaurant_locality,restaurant_rating,cost_for_two,count_of_ratings,offers
1084,sambalpur,https://www.swiggy.com/restaurants/the-lassi-shop-budharaja-danipali-sambalpur-473440,The Lassi Shop,"Beverages, Fast Food",Danipali,3.4,₹200 for two,20+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1085,sambalpur,https://www.swiggy.com/restaurants/overdose-budharaja-danipali-sambalpur-604588,OverDose,Beverages,Danipali,3.4,₹200 for two,6 ratings,30% OFF UPTO ₹75; 20% OFF UPTO ₹100; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1086,sambalpur,https://www.swiggy.com/restaurants/am-2-pm-pension-para-danipali-sambalpur-411331,AM 2 PM,"Chinese, Fast Food, Snacks",Danipali,2.3,₹199 for two,50+ ratings,20% OFF UPTO ₹50; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1087,sambalpur,https://www.swiggy.com/restaurants/indian-fast-food-sahu-colony-danipali-sambalpur-475299,Indian Fast Food,Chinese,Danipali,,₹200 for two,Too Few Ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1088,sambalpur,https://www.swiggy.com/restaurants/dosa-plaza-city-centre-mall-danipali-sambalpur-386992,Dosa Plaza,"South Indian, Chinese",Danipali,4.1,₹150 for two,100+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1089,sambalpur,https://www.swiggy.com/restaurants/piplani-sweets-gole-bazar-danipali-sambalpur-408068,Piplani Sweets,"Sweets, Desserts",Danipali,4,₹150 for two,20+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1090,sangli,https://www.swiggy.com/restaurants/jimis-burger-vijaynagar-vishrambag-sangli-415692,Jimis Burger,"Fast Food, Burgers",Vishrambag,4.3,₹800 for two,100+ ratings,20% OFF UPTO ₹50; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1091,sambalpur,https://www.swiggy.com/restaurants/the-yellow-chilly-by-upahar-palace-vss-marg-danipali-sambalpur-529128,The Yellow Chilly By Upahar Palace,"North Indian, Chinese, Tandoor",Danipali,3.8,Opening,100+ ratings,60% OFF UPTO ₹120; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1092,sangli,https://www.swiggy.com/restaurants/the-london-shakes-1950-haripriyanagar-vishrambag-sangli-165441,The London Shakes 1950,"Fast Food, Beverages",Vishrambag,3.7,₹250 for two,100+ ratings,20% OFF UPTO ₹50; Free Peri Peri F; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1093,sangli,https://www.swiggy.com/restaurants/hasty-tasty-locality-khanbhag-sangli-108853,Hasty Tasty,"Beverages, Chaat, North Indian",Khanbhag,1,₹300 for two,100+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1094,sangli,https://www.swiggy.com/restaurants/scoops-ratansinagar-vishrambag-sangli-468127,Scoops,Indian,Vishrambag,3.9,₹200 for two,10+ ratings,20% OFF UPTO ₹50; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1095,sangamner,https://www.swiggy.com/restaurants/hotel-padmini-garden-restaurant-bazarpeth-sathe-nagar-sangamner-245655,Hotel Padmini Garden Restaurant,"Chinese, Indian, Maharashtrian, Punjabi",Sathe Nagar,4.1,Currently,50+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1096,sangli,https://www.swiggy.com/restaurants/laziz-pizza-shambhar-footie-road-vishrambag-sangli-108644,Laziz Pizza,"Desserts, Ice Cream, Pizzas",Vishrambag,4.1,₹300 for two,500+ ratings,10% OFF UPTO ₹40; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1097,sangli,https://www.swiggy.com/restaurants/rahamatullah-restaurant-shivaji-road-miraj-sangli-125302,Rahamatullah Restaurant,"Biryani, Chinese, North Indian, Ice Cream, Desserts",Miraj,4.1,₹200 for two,1K+ ratings,FLAT ₹125 OFF; 60% OFF UPTO ₹120; FLAT ₹150 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80
1098,sangamner,https://www.swiggy.com/restaurants/laziz-pizza-bazarpeth-city-center-mall-sangamner-405714,Laziz Pizza,"Pizzas, Desserts, Pastas",city center mall,,₹350 for two,Too Few Ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1099,sangamner,https://www.swiggy.com/restaurants/panchavati-non-veg-bazarpeth-sangamner-locality-sangamner-410141,Panchavati Non Veg,"Chinese, Tandoor, Beverages, Ice Cream",Sangamner Locality,,Currently,Too Few Ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1100,sangamner,https://www.swiggy.com/restaurants/hotel-karam-vidhyanagar-sangamner-205748,Hotel Karam,Chinese,Vidhyanagar,3.2,₹150 for two,20+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1101,sangamner,https://www.swiggy.com/restaurants/hotel-panchavati-pure-veg-bazarpeth-sangamner-locality-sangamner-410142,Hotel Panchavati Pure Veg,"Chinese, South Indian, Punjabi, Snacks, Beverages",Sangamner Locality,,Currently,Too Few Ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1102,sangamner,https://www.swiggy.com/restaurants/hotspot-bazarpeth-sangamner-205755,Hotspot,"Italian, South Indian, North Indian",Bazarpeth,3.6,₹300 for two,100+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1103,sangrur,https://www.swiggy.com/restaurants/b13-food-court-sadar-bazar-dhuri-gate-sangrur-473103,B13 Food Court,"Pizzas, American, Italian, North Indian",Dhuri Gate	,3.8,₹400 for two,100+ ratings,60% OFF UPTO ₹120; FLAT ₹175 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1104,sangamner,https://www.swiggy.com/restaurants/pokket-cafe-bazarpeth-sangamner-locality-sangamner-411284,Pokket Cafe,"Pizzas, Beverages",Sangamner Locality,,Currently,Too Few Ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1105,sangli,https://www.swiggy.com/restaurants/pizza-hut-shiv-city-centre-vishrambag-sangli-415646,Pizza Hut,Pizzas,Vishrambag,3.9,₹350 for two,500+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1106,sangrur,https://www.swiggy.com/restaurants/burger-bar-qila-market-nabha-gate-sangrur-166523,Burger Bar,Chinese,Nabha Gate,3.8,₹300 for two,100+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1107,sangrur,https://www.swiggy.com/restaurants/american-thugs-qila-market-dhuri-gate-sangrur-246472,American Thugs,"Chinese, Italian, Indian, Punjabi",Dhuri Gate,3.6,₹200 for two,100+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1108,sangrur,https://www.swiggy.com/restaurants/mr-krisper-kola-park-nabha-gate-sangrur-243959,Mr. Krisper,Chinese,Nabha Gate,4.1,₹200 for two,100+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1109,sangrur,https://www.swiggy.com/restaurants/maggi-nation-road-nabha-gate-sangrur-525628,Maggi Nation,"Fast Food, Beverages",Nabha Gate,3.8,₹300 for two,10+ ratings,30% OFF UPTO ₹75; FLAT ₹75 OFF; FLAT 30% OFF; FLAT ₹250 OFF; 30% OFF UPTO ₹150
1110,sangrur,https://www.swiggy.com/restaurants/basant-dhaba-patiala-road-friends-colony-sangrur-168289,Basant Dhaba,"North Indian, Indian, Thalis, Asian, Punjabi",Friends Colony,3.6,₹200 for two,100+ ratings,20% OFF UPTO ₹50; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1111,sangrur,https://www.swiggy.com/restaurants/foodies-qilla-market-nabha-gate-sangrur-505622,Foodies,"Pizzas, Fast Food, Snacks, American",Nabha Gate,3.6,₹400 for two,10+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1112,sangrur,https://www.swiggy.com/restaurants/hot-and-fresh-u-k-pizza-nankiana-road-nabha-gate-sangrur-690374,Hot & Fresh U.K Pizza,"Pizzas, Pastas, Beverages",Nabha Gate,4.1,₹200 for two,100+ ratings,FLAT ₹125 OFF; 60% OFF UPTO ₹120; FLAT ₹175 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80
1113,sangrur,https://www.swiggy.com/restaurants/boston-and-co-nankayana-road-nabha-gate-sangrur-668164,Boston And Co,"Pizzas, Chinese, Italian, Beverages, Fast Food",Nabha Gate,3.7,₹400 for two,10+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1114,sangrur,https://www.swiggy.com/restaurants/bai-ji-malai-chaap-wale-patiala-gate-nabha-gate-sangrur-532578,Bai Ji Malai Chaap Wale,"Indian, North Indian",Nabha Gate,2.1,₹200 for two,6 ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1115,satara,https://www.swiggy.com/restaurants/shegaon-kachori-old-goverment-hospital-satara-satara-707697,Shegaon Kachori,Snacks,Satara,,₹150 for two,,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1116,satara,https://www.swiggy.com/restaurants/biryani-darbar-sadar-bazar-karad-satara-557145,Biryani Darbar,"Biryani, Fast Food",karad,,₹300 for two,Too Few Ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1117,satara,https://www.swiggy.com/restaurants/the-chinese-factory-sadar-bazar-karad-satara-644128,The Chinese Factory,Chinese,karad,4.9,₹200 for two,6 ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1118,satara,https://www.swiggy.com/restaurants/ansh-arnav-chinese-center-godali-naka-satara-satara-704682,Ansh Arnav Chinese Center,Chinese,Satara,,₹200 for two,,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1119,sangamner,https://www.swiggy.com/restaurants/dominos-pizza-kausalyam-sangamner-699414,Domino's Pizza,"Pizzas, Italian, Pastas, Desserts",Kausalyam,4.2,₹400 for two,8 ratings,FLAT ₹150 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1120,satara,https://www.swiggy.com/restaurants/chinese-hut-unnamed-road-powai-naka-satara-200328,Chinese Hut,Chinese,Powai Naka,3.3,₹200 for two,50+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1121,satara,https://www.swiggy.com/restaurants/laziz-pizza-sadar-bazar-satara-locality-satara-144464,Laziz Pizza,"Pastas, Chinese, Burgers, Ice Cream, Pizzas",Satara Locality,3.9,₹250 for two,100+ ratings,20% OFF UPTO ₹50; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1122,satara,https://www.swiggy.com/restaurants/the-momo-story-godoli-karad-satara-457517,The Momo Story,Chinese,karad,,₹150 for two,Too Few Ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1123,sasaram,https://www.swiggy.com/restaurants/r-l-bakers-and-cake-shop-dharmshala-road-navaratan-bazar-sasaram-654776,R.L. Baker's & cake shop,Bakery,Navaratan Bazar,3.1,₹300 for two,5 ratings,FLAT 10% OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1124,sasaram,https://www.swiggy.com/restaurants/slurpy-shakes-sai-utsav-mandap-navaratan-bazar-sasaram-598569,Slurpy Shakes,"Beverages, Ice Cream, Desserts",Navaratan Bazar,4.5,₹150 for two,20+ ratings,30% OFF UPTO ₹75; FLAT 20% OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1125,sasaram,https://www.swiggy.com/restaurants/al-baik-shanti-complex-navaratan-bazar-sasaram-433596,Al-Baik,"Continental, Italian, Pizzas, Ice Cream",Navaratan Bazar,3.9,₹200 for two,100+ ratings,Free Free Delight; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1126,sasaram,https://www.swiggy.com/restaurants/maurya-royal-rauza-road-navaratan-bazar-sasaram-710235,Maurya Royal,"Indian, Chinese, North Indian, Home Food, Biryani, Beverages",Navaratan Bazar,3.8,₹250 for two,500+ ratings,30% OFF UPTO ₹75; FLAT ₹175 OFF; FLAT 40% OFF; FLAT ₹200 OFF; 25% OFF UPTO ₹120
1127,sasaram,https://www.swiggy.com/restaurants/haveli-restaurant-grand-trunk-road-navaratan-bazar-sasaram-592308,Haveli Restaurant,Chinese,Navaratan Bazar,3.7,₹350 for two,500+ ratings,20% OFF UPTO ₹50; Free Free Delight; FLAT ₹175 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80
1128,satara,https://www.swiggy.com/restaurants/dominos-pizza-shiwaji-circle-railway-colony-satara-155959,Domino's Pizza,"Pizzas, Italian, Pastas, Desserts",Railway Colony,4.2,₹400 for two,500+ ratings,FLAT ₹150 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1129,sasaram,https://www.swiggy.com/restaurants/the-stump-family-restaurant-shiva-utshaw-mahal-navaratan-bazar-sasaram-561629,The Stump Family Restaurant,"North Indian, Chinese, Beverages",Navaratan Bazar,3.6,₹200 for two,100+ ratings,25% OFF UPTO ₹65; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1130,sasaram,https://www.swiggy.com/restaurants/gargee-hotels-pvt-ltd-dilia-chowk-navaratan-bazar-sasaram-199798,Gargee Hotels Pvt Ltd,"Indian, South Indian",Navaratan Bazar,3.4,₹300 for two,1K+ ratings,Free Free Delight; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1131,sasaram,https://www.swiggy.com/restaurants/mfc-chowkhandi-road-navaratan-bazar-sasaram-714721,MFC,Burgers,Navaratan Bazar,,₹200 for two,,
1132,sasaram,https://www.swiggy.com/restaurants/dominos-pizza-uc-hotel-sasaram-732674,Domino's Pizza,"Pizzas, Italian, Pastas, Desserts",UC Hotel,4.1,₹400 for two,20+ ratings,FLAT ₹150 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1133,sasaram,https://www.swiggy.com/restaurants/momo-magic-cafe-sahu-talkies-sahu-cinemax-sasaram-sasaram-656776,Momo Magic Cafe,"Burgers, Chinese, Pastas","Sahu Cinemax, Sasaram",3.6,₹200 for two,100+ ratings,20% OFF UPTO ₹50; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1134,santipur,https://www.swiggy.com/restaurants/sfc-santipur-fried-chicken-by-pizza-maniac-baigachi-ostagar-para-santipur-santipur-684621,Sfc (Santipur Fried Chicken) By Pizza Maniac,"Burgers, Snacks",Santipur,,Opening,Too Few Ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1135,santipur,https://www.swiggy.com/restaurants/amantran-khandakhola-santipur-santipur-649181,Amantran,"Chinese, Indian",Santipur,3.3,₹1 for two,10+ ratings,FLAT 10% OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1136,santipur,https://www.swiggy.com/restaurants/pizza-maniac-santipur-locality-santipur-546988,Pizza Maniac,"Pizzas, Fast Food, Beverages",Santipur Locality,3.8,₹300 for two,100+ ratings,30% OFF UPTO ₹75; Free Vg Burger; FLAT ₹125 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80
1137,santipur,https://www.swiggy.com/restaurants/quick-fast-food-n-s-road-santipur-santipur-548829,Quick Fast Food,Chinese,Santipur,3.1,₹200 for two,50+ ratings,FLAT ₹125 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1138,santipur,https://www.swiggy.com/restaurants/bhagya-food-corner-dulal-chandra-shil-santipur-santipur-551316,Bhagya Food Corner,Chinese,Santipur,4.2,₹300 for two,50+ ratings,FLAT ₹150 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1139,santipur,https://www.swiggy.com/restaurants/dada-haji-biryani-house-baigachi-santipur-547337,Dada Haji Biryani House,Biryani,Baigachi,3.6,₹200 for two,100+ ratings,20% OFF UPTO ₹50; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1140,santipur,https://www.swiggy.com/restaurants/suger-and-spice-ranaghat-santipur-547349,Suger and Spice ,Bakery,Ranaghat,3.8,₹300 for two,10+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1141,santipur,https://www.swiggy.com/restaurants/maamani-vaja-centre-rabindranath-thakur-road-sasaram-santipur-547346,Maamani Vaja Centre,"North Indian, Thalis",Sasaram,3.9,₹200 for two,50+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1142,satna,https://www.swiggy.com/restaurants/cake-for-you-tikuriya-tola-jeevan-jyoti-colony-satna-607027,Cake For You,Bakery,Jeevan Jyoti Colony,4.9,₹640 for two,6 ratings,40% OFF UPTO ₹80; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1143,satna,https://www.swiggy.com/restaurants/bake-and-fresh-rewa-road-jeevan-jyoti-colony-satna-119722,Bake & Fresh,"Bakery, Indian",Jeevan Jyoti Colony,3.9,₹300 for two,500+ ratings,FLAT ₹125 OFF; 40% OFF UPTO ₹80; 20% OFF UPTO ₹100; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80
1144,satna,https://www.swiggy.com/restaurants/maheshwari-fast-food-rewa-road-jeevan-jyoti-colony-satna-117512,Maheshwari Fast Food,"South Indian, Chinese, Snacks, Pizzas",Jeevan Jyoti Colony,4.1,₹200 for two,1K+ ratings,10% OFF UPTO ₹40; Free Item; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1145,satna,https://www.swiggy.com/restaurants/pizza-paradise-rewa-road-jeevan-jyoti-colony-satna-250702,Pizza Paradise,"Pastas, Pizzas",Jeevan Jyoti Colony,3.6,₹250 for two,500+ ratings,FLAT ₹125 OFF; 60% OFF UPTO ₹120; FLAT ₹150 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80
1146,satna,https://www.swiggy.com/restaurants/pvr-cafe-panna-khajuraho-road-rajendra-nagar-satna-301337,PVR Cafe,"Snacks, Fast Food, Beverages",Rajendra Nagar,3.1,₹400 for two,20+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1147,satna,https://www.swiggy.com/restaurants/subway-rewa-road-rajendra-nagar-satna-690645,Subway,"Healthy Food, Snacks",Rajendra Nagar,3,₹350 for two,50+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1148,shahjahanpur,https://www.swiggy.com/restaurants/royal-cafe-sadar-bazar-shahjahanpur-locality-shahjahanpur-346476,Royal Cafe,"Pizzas, Italian",Shahjahanpur Locality,3.3,₹250 for two,10+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1149,shahjahanpur,https://www.swiggy.com/restaurants/moms-kitchen-usman-bagh-chowki-ghanta-ghar-shahjahanpur-723526,Mom'S Kitchen,North Indian,Ghanta Ghar,,₹500 for two,,FLAT 40% OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1150,satna,https://www.swiggy.com/restaurants/dominos-pizza-rewa-road-satna-locality-satna-124430,Domino's Pizza,"Pizzas, Italian, Pastas, Desserts",Satna Locality,3.7,₹400 for two,500+ ratings,FLAT ₹150 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1151,satna,https://www.swiggy.com/restaurants/la-pinoz-pizza-rewa-road-rajendra-nagar-satna-641133,La Pino'z Pizza,"Pizzas, Pastas, Italian, Desserts, Beverages",Rajendra Nagar,3.8,₹400 for two,100+ ratings,50% OFF UPTO ₹100; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120; 15% OFF UPTO ₹80
1152,shahjahanpur,https://www.swiggy.com/restaurants/go-69-pizza-town-hall-road-sadar-bazar-shahjahanpur-132485,Go 69 Pizza,"Italian, North Indian",Sadar Bazar,3.3,₹300 for two,1K+ ratings,FLAT ₹125 OFF; 40% OFF UPTO ₹80; 30% OFF UPTO ₹150; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80
1153,shahjahanpur,https://www.swiggy.com/restaurants/goli-vada-pav-sadar-bazar-ghanta-ghar-shahjahanpur-398497,Goli Vada Pav,American,Ghanta Ghar,2,₹300 for two,20+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1154,shahjahanpur,https://www.swiggy.com/restaurants/hudson-chopsticks-tilak-market-ghanta-ghar-shahjahanpur-343782,Hudson Chopsticks,"Chinese, Thai, Asian, Snacks, Tibetan, Nepalese, Pan-Asian, Seafood, Beverages, Desserts, Barbecue, Grill, Fast Food",Ghanta Ghar,4,₹300 for two,1K+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1155,shahjahanpur,https://www.swiggy.com/restaurants/pizza-king-hathora-chauraha-rd-ghanta-ghar-shahjahanpur-706543,Pizza King,"Pizzas, Fast Food, Burgers, Pastas, Desserts, Beverages",Ghanta Ghar,3.7,₹200 for two,20+ ratings,FLAT ₹150 OFF; FLAT 10% OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1156,shahjahanpur,https://www.swiggy.com/restaurants/moti-mahal-delux-khannaut-bridge-ghanta-ghar-shahjahanpur-250451,Moti Mahal Delux,"Chinese, Mughlai, North Indian",Ghanta Ghar,3.7,₹300 for two,500+ ratings,30% OFF UPTO ₹75; FLAT ₹100 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1157,shahjahanpur,https://www.swiggy.com/restaurants/delighted-pizza-azeez-ganj-ghanta-ghar-shahjahanpur-417801,Delighted Pizza,"Italian, Pizzas",Ghanta Ghar,3.3,₹250 for two,20+ ratings,FLAT ₹125 OFF; 60% OFF UPTO ₹120; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1158,shahjahanpur,https://www.swiggy.com/restaurants/u-s-pizza-cafe-old-flyover-road-sadar-bazar-shahjahanpur-198774,U.S Pizza Cafe,"Pizzas, Desserts",Sadar Bazar,4,₹200 for two,1K+ ratings,60% OFF UPTO ₹120; FLAT ₹150 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1159,sehore,https://www.swiggy.com/restaurants/zircon-cafe-and-restaurant-englishpura-sehore-city-sehore-440825,Zircon Cafe and Restaurant,"North Indian, Chinese, Italian",Sehore City,4.1,₹250 for two,50+ ratings,10% OFF UPTO ₹40; FLAT ₹100 OFF; FLAT 40% OFF; 20% OFF UPTO ₹100; 40% OFF UPTO ₹120
1160,shahjahanpur,https://www.swiggy.com/restaurants/pizza-hut-ramnagar-colony-ghanta-ghar-shahjahanpur-608591,Pizza Hut,Pizzas,Ghanta Ghar,3.5,₹350 for two,100+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1161,sehore,https://www.swiggy.com/restaurants/vadilal-ice-creams-bachat-bazaar-sehore-locality-sehore-621904,Vadilal Ice Creams,"Ice Cream, Desserts",Sehore Locality,4.5,₹250 for two,10+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1162,sehore,https://www.swiggy.com/restaurants/kwality-walls-frozen-dessert-and-ice-cream-shop-amaze-super-bazar-sehore-locality-sehore-369582,Kwality Walls Frozen Dessert and Ice Cream Shop,"Desserts, Ice Cream, Ice Cream Cakes",Sehore Locality,4.5,₹300 for two,1K+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1163,sehore,https://www.swiggy.com/restaurants/pizza-paradise-panchwati-colony-near-mahila-politechnic-college-sehore-300068,Pizza Paradise,"Pizzas, Snacks, Italian",Near Mahila Politechnic College,3.5,₹150 for two,100+ ratings,20% OFF UPTO ₹50; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1164,sehore,https://www.swiggy.com/restaurants/sukoon-cafe-town-hall-sehore-sehore-735019,Sukoon cafe,"Chinese, Italian, Beverages",Sehore,,₹300 for two,,FLAT 10% OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1165,sehore,https://www.swiggy.com/restaurants/my-pizza-chandkya-puri-sehore-city-sehore-437978,My Pizza,"Pizzas, Beverages",Sehore City,3.9,₹100 for two,100+ ratings,Free French Fries; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1166,sehore,https://www.swiggy.com/restaurants/eaters-hunt-chandkya-puri-chanakyapuri-sehore-182168,Eaters Hunt,"North Indian, Italian, Chinese",Chanakyapuri,3.8,₹100 for two,1K+ ratings,Free Gulabjamun 2pcs; FLAT ₹125 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1167,sehore,https://www.swiggy.com/restaurants/tea-and-me-sai-super-bazar-sehore-city-sehore-646600,Tea and Me,"Pizzas, Burgers, Fast Food",Sehore City,3.7,₹199 for two,50+ ratings,Free Item; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
1168,sawai-madhopur,https://www.swiggy.com/restaurants/noon-to-moon-ranthambhore-road-central-sawai-madhopur-sawai-madhopur-648096,Noon To Moon,"Indian, Snacks, Fast Food",Central Sawai Madhopur,3,₹300 for two,6 ratings,30% OFF UPTO ₹75; FLAT 10% OFF; 30% OFF UPTO ₹150; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80
1169,sawai-madhopur,https://www.swiggy.com/restaurants/chicken-hub-ranthambore-road-central-sawai-madhopur-sawai-madhopur-648095,Chicken Hub,"Tandoor, Indian, Snacks",Central Sawai Madhopur,2.5,₹300 for two,10+ ratings,FLAT ₹125 OFF; 60% OFF UPTO ₹120; FLAT ₹100 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80
1170,sawai-madhopur,https://www.swiggy.com/restaurants/ben-pizza-govindam-block-indra-colony-sawai-madhopur-221069,Ben Pizza,"Pastas, Chinese, Burgers, Ice Cream, Pizzas",Indra Colony,3.1,₹200 for two,1K+ ratings,FLAT ₹125 OFF; 60% OFF UPTO ₹120; FLAT ₹100 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80
