id,city_name,restaurant_url,restaurant_name,restaurant_cuisines,restaurant_locality,restaurant_rating,cost_for_two,count_of_ratings,offers
86,asansol,https://www.swiggy.com/restaurants/mama-mia-italian-ice-creams-and-cakes-sb-ghorai-road-ushagram-asansol-506414,Mama Mia! - Italian Ice Creams & Cakes,"Ice Cream, Desserts, Bakery",Ushagram,4.5,₹250 for two,500+ ratings,40% OFF UPTO ₹80; FLAT ₹150 OFF; FLAT 20% OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80
87,araria,https://www.swiggy.com/restaurants/pizza-central-opposite-main-sbi-branch-araria-araria-651609,Pizza Central,Pizzas,Araria,4.3,₹300 for two,20+ ratings,30% OFF UPTO ₹75; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
88,asansol,https://www.swiggy.com/restaurants/wow-momo-gt-road-ushagram-asansol-502241,Wow! Momo,"Tibetan, Healthy Food, Asian, Chinese, Snacks, Continental, Desserts, Beverages",Ushagram,4.2,₹300 for two,1K+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
89,asansol,https://www.swiggy.com/restaurants/barbeque-nation-shristi-nagar-road-ushagram-asansol-577513,Barbeque Nation,"North Indian, Barbecue, Biryani, Kebabs, Mughlai, Desserts",Ushagram,3.8,₹600 for two,500+ ratings,60% OFF UPTO ₹120; 60% OFF UPTO ₹120; FLAT 20% OFF; FLAT ₹100 OFF; 40% OFF UPTO ₹120
90,araria,https://www.swiggy.com/restaurants/momo-nation-cafe-near-lic-office-araria-araria-652093,Momo Nation Cafe,"Indian, Biryani, Chinese",Araria,3.7,₹300 for two,10+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
91,asansol,https://www.swiggy.com/restaurants/chennai-xpress-gt-road-asansol-asansol-642071,Chennai Xpress,"South Indian, Indian, Chinese, Beverages, Snacks",ASANSOL,4.1,₹230 for two,100+ ratings,10% OFF UPTO ₹40; Free Dipd Idly; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
92,araria,https://www.swiggy.com/restaurants/chai-sutta-bar-shivpuri-ranianj-road-araria-araria-651414,Chai Sutta Bar,"Beverages, Desserts, Fast Food, Burgers, Pizzas",Araria,3.8,₹200 for two,50+ ratings,50% OFF UPTO ₹100; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
93,araria,https://www.swiggy.com/restaurants/laziz-pizza-at-adarsh-nagar-araria-araria-650829,Laziz Pizza,"Indian, Burgers, Beverages, Pizzas",Araria,3.8,₹300 for two,20+ ratings,20% OFF UPTO ₹50; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
94,araria,https://www.swiggy.com/restaurants/vadilal-ice-creams-shivpuri-araria-araria-722617,VADILAL ICE CREAMS,"Ice Cream, Desserts, Beverages",Araria,4.8,₹500 for two,10+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
95,araria,https://www.swiggy.com/restaurants/the-sky-garden-mahadev-chowk-araria-araria-714929,The Sky Garden,"Snacks, Chinese",Araria,,₹400 for two,,10% OFF UPTO ₹40; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
96,asansol,https://www.swiggy.com/restaurants/aami-bangali-mother-teresa-road-ushagram-asansol-612804,Aami Bangali,"Bengali, Thalis, Desserts, Indian",Ushagram,4.2,₹350 for two,100+ ratings,FLAT 10% OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
97,araria,https://www.swiggy.com/restaurants/shivam-fast-food-pani-tanki-road-araria-araria-713438,Shivam Fast Food,"Chinese, South Indian, Chaat, Burgers, Snacks",Araria,1.5,₹200 for two,7 ratings,20% OFF UPTO ₹50; Veggie burger; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
98,araria,https://www.swiggy.com/restaurants/the-moms-kitchen-raniganj-road-araria-araria-651737,The Mom's Kitchen,"North Indian, Chinese, Tandoor, Biryani, Snacks",Araria,2.3,₹300 for two,6 ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
99,araria,https://www.swiggy.com/restaurants/dine-in-chandra-complex-araria-araria-650719,Dine-In,"South Indian, Chinese, Desserts, Beverages, Biryani",Araria,2.9,₹250 for two,20+ ratings,10% OFF UPTO ₹40; FLAT ₹100 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
100,araria,https://www.swiggy.com/restaurants/ministry-of-cakes-pani-tanki-road-araria-araria-713435,Ministry of Cakes,Bakery,Araria,,₹200 for two,,40% OFF UPTO ₹80; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
101,arambagh,https://www.swiggy.com/restaurants/hangla-pizza-basudevpur-more-arambagh-516241,Hangla Pizza ,"Biryani, North Indian, Chinese, Snacks",Basudevpur More,3.3,₹300 for two,100+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
102,arambagh,https://www.swiggy.com/restaurants/abar-khabo-enayatpally-arambagh-arambagh-449243,Abar Khabo,"Chinese, North Indian, Biryani",Arambagh,3.6,₹250 for two,1K+ ratings,FLAT ₹125 OFF; 60% OFF UPTO ₹120; FLAT ₹175 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80
103,arambagh,https://www.swiggy.com/restaurants/mr-chaiwala-station-road-arambagh-arambagh-623670,Mr.Chaiwala,"Chinese, Fast Food, Snacks",Arambagh,4.1,₹200 for two,100+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
104,aurangabadbihar,https://www.swiggy.com/restaurants/kaveri-restaurant-mahuwa-saheed-katharua-aurangabadbihar-727387,Kaveri Restaurant,"Indian, Snacks",Katharua,3.7,₹200 for two,8 ratings,10% OFF UPTO ₹40; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
105,aurangabadbihar,https://www.swiggy.com/restaurants/annapurna-restaurant-m-g-road-katharua-aurangabadbihar-198271,Annapurna Restaurant,North Indian,Katharua,3.4,₹300 for two,1K+ ratings,40% OFF UPTO ₹80; Free Freebie; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
106,arambagh,https://www.swiggy.com/restaurants/hungru-pizza-pc-sen-road-arambagh-438222,Hungru Pizza,"Pizzas, Desserts",Pc Sen Road,3.1,₹250 for two,500+ ratings,Free Blue Lagoon; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
107,arambagh,https://www.swiggy.com/restaurants/classic-restaurant-and-fast-food-vijay-market-complex-arambagh-arambagh-437786,Classic Restaurant And Fast Food,"Indian, Biryani, Chinese, Fast Food",Arambagh,3.2,₹200 for two,500+ ratings,30% OFF UPTO ₹75; FLAT 40% OFF; FLAT ₹250 OFF; 30% OFF UPTO ₹150; 40% OFF UPTO ₹120
108,aurangabadbihar,https://www.swiggy.com/restaurants/hotel-vaishnavi-heights-majurahi-aurangabad-aurangabadbihar-220198,Hotel Vaishnavi Heights,"North Indian, Chinese",Aurangabad,3.5,₹250 for two,100+ ratings,FLAT ₹125 OFF; 60% OFF UPTO ₹120; FLAT ₹150 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80
109,arambagh,https://www.swiggy.com/restaurants/home-kitchen-rabindra-pally-north-rabindra-pally-arambagh-438712,Home Kitchen,Chinese,North Rabindra Pally,4.2,₹200 for two,100+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
110,aurangabadbihar,https://www.swiggy.com/restaurants/annapurna-sweets-m-g-road-katharua-aurangabadbihar-198269,Annapurna Sweets,"Sweets, Snacks",Katharua,3.7,₹200 for two,5K+ ratings,10% OFF UPTO ₹40; Free Freebie; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
111,aurangabadbihar,https://www.swiggy.com/restaurants/harsha-kitchen-m-g-road-katharua-aurangabadbihar-199120,Harsha Kitchen,"North Indian, Chinese, Tandoor, Biryani",Katharua,3.7,₹250 for two,1K+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
112,aurangabadbihar,https://www.swiggy.com/restaurants/zaika-restaurant-m-g-road-aurangabad-aurangabadbihar-197128,Zaika Restaurant,"Indian, Snacks",Aurangabad,3.5,₹300 for two,1K+ ratings,Free Freebie; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
113,aurangabadbihar,https://www.swiggy.com/restaurants/gupta-cake-and-pastry-gupta-sadan-aurangabad-aurangabadbihar-311447,Gupta Cake & Pastry,Desserts,Aurangabad,3.3,₹250 for two,500+ ratings,20% OFF UPTO ₹50; Free Freebie; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
114,aurangabadbihar,https://www.swiggy.com/restaurants/annapurna-street-food-mg-road-katharua-aurangabadbihar-639827,Annapurna Street Food,"Sweets, Chinese, Snacks",Katharua,3.7,₹200 for two,100+ ratings,40% OFF UPTO ₹80; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
115,aurangabadbihar,https://www.swiggy.com/restaurants/biryani-mahal-ramesh-chowk-katharua-aurangabadbihar-452709,Biryani Mahal,"Biryani, Chinese",Katharua,3.6,₹200 for two,100+ ratings,20% OFF UPTO ₹50; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
116,aurangabadbihar,https://www.swiggy.com/restaurants/mughal-darbar-ganj-mohallah-katharua-aurangabadbihar-492144,Mughal Darbar ,"Arabian, Chinese, Snacks",Katharua,2.8,₹200 for two,100+ ratings,60% OFF UPTO ₹120; FLAT 20% OFF; 30% OFF UPTO ₹150; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80
117,arambagh,https://www.swiggy.com/restaurants/dawat-the-biryani-king-hospital-more-arambagh-437811,Dawat The Biryani King ,"Indian, Biryani, Tandoor, Chinese",Hospital More,3.6,₹250 for two,500+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
118,aurangabad,https://www.swiggy.com/restaurants/burger-king-prozone-mall-cidco-aurangabad-569928,Burger King,"Burgers, American",Cidco,4,₹350 for two,1K+ ratings,
119,arambagh,https://www.swiggy.com/restaurants/aayan-biryani-basudevepur-more-arambagh-arambagh-438063,Aayan Biryani,"Indian, Chinese",Arambagh,4,₹200 for two,1K+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
120,arambagh,https://www.swiggy.com/restaurants/banglar-heshel-daulat-pur-daulatpur-arambagh-439182,Banglar Heshel,"Indian, Chinese, Beverages",Daulatpur,3.9,₹250 for two,500+ ratings,40% OFF UPTO ₹80; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
121,aurangabad,https://www.swiggy.com/restaurants/kfc-jalna-road-mondha-aurangabad-608025,KFC,"Burgers, Biryani, American, Snacks, Fast Food",Mondha,3.9,₹400 for two,500+ ratings,20% OFF UPTO ₹50; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
122,aurangabad,https://www.swiggy.com/restaurants/cfc-shalimar-family-restaurant-trimurti-housing-society-jaswantpura-aurangabad-106044,CFC Shalimar Family Restaurant,"Mughlai, North Indian, Maharashtrian, Chinese, Biryani, Continental, Seafood, Desserts",Jaswantpura,3.9,₹200 for two,10K+ ratings,FLAT ₹125 OFF; 60% OFF UPTO ₹120; FLAT ₹150 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80
123,aurangabad,https://www.swiggy.com/restaurants/mcdonalds-pandurang-industrial-area-mukundwadi-aurangabad-140891,McDonald's,"Burgers, Beverages, Cafe, Desserts",Mukundwadi,4.3,₹400 for two,5K+ ratings,FLAT 10% OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
124,arrah,https://www.swiggy.com/restaurants/slurpy-shakes-veer-kaur-singh-nagar-maula-bagh-arrah-641160,Slurpy Shakes,"Beverages, Ice Cream, Desserts",Maula Bagh,4.7,₹150 for two,9 ratings,40% OFF UPTO ₹80; FLAT ₹125 OFF; FLAT 20% OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80
125,arrah,https://www.swiggy.com/restaurants/indiana-burgers-sudha-dairy-road-maula-bagh-arrah-641145,Indiana Burgers,"Burgers, American, Fast Food, Beverages, Desserts",Maula Bagh,3.6,₹200 for two,10+ ratings,40% OFF UPTO ₹80; FLAT ₹100 OFF; FLAT 20% OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80
126,arrah,https://www.swiggy.com/restaurants/standard-52-cafe-and-restaurant-ram-janki-market-maula-bagh-arrah-672501,Standard 52 Cafe & Restaurant,"Cafe, Indian, Chinese, Pizzas, Burgers, Fast Food, Biryani, Barbecue, Desserts",Maula Bagh,3.7,₹250 for two,100+ ratings,10% OFF UPTO ₹40; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
127,arrah,https://www.swiggy.com/restaurants/laziz-restaurant-nawada-chowk-maula-bagh-arrah-250177,Laziz Restaurant,"Chinese, Indian",Maula Bagh,3.1,₹160 for two,500+ ratings,Free Free Delight; FLAT ₹150 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
128,arrah,https://www.swiggy.com/restaurants/yadgar-biryani-and-roll-house-pakri-road-maula-bagh-arrah-186390,Yadgar Biryani & Roll House,"North Indian, South Indian, Chinese",Maula Bagh,4,₹200 for two,1K+ ratings,FLAT ₹150 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
129,arrah,https://www.swiggy.com/restaurants/gopal-g-sweets-karman-tola-maula-bagh-arrah-187243,Gopal G Sweets,Desserts,Maula Bagh,3.7,₹200 for two,1K+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
130,arrah,https://www.swiggy.com/restaurants/ministry-of-spices-nawada-road-maula-bagh-arrah-734067,Ministry of Spices,"Chinese, Fast Food",Maula Bagh,4.4,₹800 for two,100+ ratings,FLAT 10% OFF; FLAT ₹150 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
131,arrah,https://www.swiggy.com/restaurants/vadilal-ice-creams-south-ramna-road-maula-bagh-arrah-704583,Vadilal Ice Creams,"Ice Cream, Desserts, Beverages",Maula Bagh,4.4,₹500 for two,50+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
132,arrah,https://www.swiggy.com/restaurants/bikaner-elite-chandwa-mor-maula-bagh-arrah-624146,Bikaner Elite,"Sweets, South Indian, Chinese, Indian",Maula Bagh,4,₹300 for two,500+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
133,bagalkot,https://www.swiggy.com/restaurants/hot-kitchen-murnala-village-bagalkot-locality-bagalkot-537727,Hot Kitchen,"Pastas, Chinese, Burgers, Ice Cream, Pizzas",Bagalkot Locality,4,₹300 for two,50+ ratings,30% OFF UPTO ₹75; FLAT ₹100 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
134,bagalkot,https://www.swiggy.com/restaurants/three-idiots-cafe-murnala-village-bagalkot-locality-bagalkot-505294,Three Idiots Cafe,"Desserts, Burgers, Ice Cream, Pizzas",Bagalkot Locality,3.8,₹150 for two,50+ ratings,10% OFF UPTO ₹40; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
135,arrah,https://www.swiggy.com/restaurants/cupcake-bliss-cake-and-desserts-veer-kaur-singh-nagar-maula-bagh-arrah-641161,Cupcake Bliss Cake & Desserts,"Bakery, Desserts, Ice Cream, Beverages",Maula Bagh,4.4,₹200 for two,8 ratings,FLAT ₹125 OFF; FLAT 20% OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
136,bagalkot,https://www.swiggy.com/restaurants/laziz-pizza-b-v-v-s-complex-murnala-village-bagalkot-674184,Laziz Pizza,"Italian, Fast Food, Beverages, Bakery",Murnala Village,3.8,₹300 for two,20+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
137,bagalkot,https://www.swiggy.com/restaurants/rajadhani-restaurant-murnala-village-bagalkot-locality-bagalkot-618420,Rajadhani Restaurant,"Indian, Chinese",Bagalkot Locality,3.2,₹400 for two,10+ ratings,10% OFF UPTO ₹40; FLAT 10% OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
138,azamgarh,https://www.swiggy.com/restaurants/gourmet-ice-cream-cakes-by-baskin-robbins-raidopur-colony-azamgarh-azamgarh-370992,Gourmet Ice Cream Cakes by Baskin Robbins,"Desserts, Ice Cream, Bakery",Azamgarh,,₹250 for two,Too Few Ratings,20% OFF UPTO ₹50; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
139,azamgarh,https://www.swiggy.com/restaurants/ujala-restaurant-bus-terminal-road-civil-lines-azamgarh-208474,Ujala Restaurant,"North Indian, Chinese, Biryani, Beverages, Thalis, Snacks",Civil Lines,3.8,₹200 for two,1K+ ratings,FLAT ₹125 OFF; Free Item; FLAT ₹175 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80
140,azamgarh,https://www.swiggy.com/restaurants/tripti-restaurant-raidopur-azamgarh-412586,Tripti Restaurant ,"Italian-American, Beverages, Chinese, North Indian",Raidopur,3.2,₹370 for two,50+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
141,bagalkot,https://www.swiggy.com/restaurants/tandoori-town-navanagar-murnala-village-bagalkot-706887,Tandoori Town,"North Indian, Tandoor, Biryani",Murnala Village,,₹300 for two,,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
142,bagalkot,https://www.swiggy.com/restaurants/the-same-place-veg-and-non-veg-murnala-village-bec-hostel-bagalkot-499187,The Same Place Veg And Non- Veg,"Chinese, North Indian, Biryani",Bec Hostel,3.9,₹200 for two,100+ ratings,FLAT ₹125 OFF; FLAT 10% OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
143,bagalkot,https://www.swiggy.com/restaurants/same-place-near-eng-college-circle-vidayagiri-bagalkot-202851,Same Place,"Desserts, Chinese, North Indian, South Indian, Burgers, Ice Cream, Pizzas, Biryani",Vidayagiri,3.9,₹250 for two,1K+ ratings,FLAT ₹125 OFF; FLAT 10% OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
144,azamgarh,https://www.swiggy.com/restaurants/mahaveer-restaurant-asifganj-sadar-thana-azamgarh-539218,Mahaveer Restaurant,"Indian, South Indian, Thalis, Italian-American, Beverages, Chinese, Biryani, Snacks, Tandoor",Sadar Thana,4.1,₹200 for two,500+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
145,azamgarh,https://www.swiggy.com/restaurants/hotel-maharaja-and-lucknawi-darbar-restaurant-raidopur-azamgarh-locality-azamgarh-208502,Hotel Maharaja & Lucknawi Darbar Restaurant,"North Indian, Mughlai, Italian, Tandoor",Azamgarh Locality,3.8,₹250 for two,1K+ ratings,FLAT ₹125 OFF; 60% OFF UPTO ₹120; FLAT ₹175 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80
146,azamgarh,https://www.swiggy.com/restaurants/madhuris-rasoi-raidopur-civil-lines-azamgarh-529764,Madhuris Rasoi,"North Indian, Mughlai, Chinese, Snacks, Desserts, Continental, Biryani, Beverages",Civil Lines,3.9,₹200 for two,500+ ratings,FLAT ₹125 OFF; 50% OFF UPTO ₹100; FLAT ₹175 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80
147,bagalkot,https://www.swiggy.com/restaurants/kamat-annaleela-restaurant-kamat-annaleela-restaurant-murnala-village-bagalkot-679867,Kamat Annaleela Restaurant,"Indian, South Indian, North Indian",Murnala Village,3.9,₹300 for two,100+ ratings,FLAT ₹125 OFF; 50% OFF UPTO ₹100; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
148,aurangabad,https://www.swiggy.com/restaurants/pizza-hut-oberoi-chember-mondha-aurangabad-388863,Pizza Hut,Pizzas,Mondha,4,₹350 for two,1K+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
149,azamgarh,https://www.swiggy.com/restaurants/gupta-bakery-raidopur-azamgarh-azamgarh-208480,Gupta Bakery,"Bakery, Desserts",Azamgarh,3.7,₹150 for two,500+ ratings,40% OFF UPTO ₹80; FLAT ₹150 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
150,baddi,https://www.swiggy.com/restaurants/baba-chicken-basanti-bhag-bhud-baddi-407505,Baba Chicken,"Arabian, Tandoor, Indian, Snacks",Bhud,2.5,₹250 for two,20+ ratings,FLAT ₹125 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
151,baddi,https://www.swiggy.com/restaurants/tandoori-nights-kalka-road-bhud-baddi-241413,Tandoori Nights,"Chinese, North Indian",Bhud,3.4,₹300 for two,100+ ratings,FLAT ₹125 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
152,baddi,https://www.swiggy.com/restaurants/wow-pizza-sai-road-bhud-baddi-694332,WOW pizza,"Burgers, Snacks, Beverages, Pastas",Bhud,4,₹100 for two,20+ ratings,60% OFF UPTO ₹120; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
153,azamgarh,https://www.swiggy.com/restaurants/mr-chaaplin-raidopur-azamgarh-715638,Mr. Chaaplin,Snacks,Raidopur,4.1,₹200 for two,20+ ratings,20% OFF UPTO ₹50; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
154,aurangabad,https://www.swiggy.com/restaurants/subway-sudha-gauri-arcade-nirala-bazar-aurangabad-656629,Subway,"Salads, Snacks, Desserts, Beverages",Nirala Bazar,3.6,₹350 for two,100+ ratings,40% OFF UPTO ₹80; 30% OFF UPTO ₹75; FLAT ₹100 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹60
155,baddi,https://www.swiggy.com/restaurants/the-sassy-spoon-sai-road-bhud-baddi-493791,The Sassy Spoon,"Afghani, Italian, North Indian, Chinese",Bhud,3.6,₹250 for two,20+ ratings,FLAT ₹125 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
156,baddi,https://www.swiggy.com/restaurants/punjabi-food-plaza-main-road-baddi-locality-baddi-361010,Punjabi Food Plaza,Indian,Baddi Locality,3.9,₹250 for two,1K+ ratings,Free Free Delight; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
157,baddi,https://www.swiggy.com/restaurants/skylark-bhud-baddi-388351,Skylark,"Indian, North Indian",Bhud,,₹250 for two,Too Few Ratings,FLAT ₹125 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
158,azamgarh,https://www.swiggy.com/restaurants/paliwal-restaurant-raidopur-azamgarh-locality-azamgarh-579173,Paliwal Restaurant,"Chinese, North Indian, Snacks, Burgers, Beverages",Azamgarh Locality,3.8,₹200 for two,100+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
159,baddi,https://www.swiggy.com/restaurants/janta-sweets-and-resturant-basanti-bagh-bhud-baddi-207616,Janta Sweets & Resturant,"North Indian, Chinese, Beverages, Desserts, South Indian",Bhud,4,₹250 for two,100+ ratings,FLAT ₹125 OFF; 40% OFF UPTO ₹80; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
160,baddi,https://www.swiggy.com/restaurants/deep-sweets-and-restaurant-main-road-bhud-baddi-241389,Deep Sweets & Restaurant,"Chinese, North Indian, Sweets",Bhud,3.7,₹350 for two,100+ ratings,FLAT ₹125 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
161,baddi,https://www.swiggy.com/restaurants/ananda-bhavan-chowk-bhud-baddi-207611,Ananda Bhavan,South Indian,Bhud,4.2,₹200 for two,500+ ratings,FLAT ₹125 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
162,abohar,https://www.swiggy.com/restaurants/taste-buds-hanuman-garh-road-central-abohar-abohar-654169,Taste Buds,"Snacks, Pizzas, Pastas, Burgers",Central Abohar,3.4,₹200 for two,20+ ratings,40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
163,baddi,https://www.swiggy.com/restaurants/new-pizza-planet-chakkan-road-bhud-baddi-239141,New Pizza Planet,"Beverages, Italian",Bhud,3.6,₹300 for two,100+ ratings,30% OFF UPTO ₹75; FLAT ₹100 OFF; 40% OFF UPTO ₹120; 20% OFF UPTO ₹80; 20% OFF UPTO ₹120
